Real_Duration,Status,sentiment,complexity,Comment_Body,Edge_type,Count_Comments,language[Comment_Body],Planned_Duration,emotionality,Count_Subtasks,keywords[Comment_Body],sentimentWords[Comment_Body],Uuid,Name,SourceUuid,TargetUuid,Starttime,Endtime
,closed,0.6362264934833527,4.773268065105141,@invexx what extension are you referring to? Can you post the UUID of the extension?,COMMENT,2,en,,0.15589746116050718,,"{extension=2, uuid=1}","{extension=0.6007488529123026, uuid=0.6007488529123026}",c319f3ad-cbc3-4a4f-bfe4-48fc74888ac2,Cinnamon Tweaks (0dyseus@CinnamonTweaks),4397312,26446962,2018-08-27T05:59:25.000+02:00,2018-08-28T05:16:01.000+02:00
,closed,0.17942962032682885,6.641755353617577,"The author removed this one, but they can still be found at the author's [Github repo](https://github.com/Odyseus/CinnamonTools/tree/master/extensions).",COMMENT,2,en,,0.24961934593203808,,"{github=1, author=2}","{github=0.17942962032682885, author=0.17942962032682885}",2301661d-2b40-4f97-bdcd-0b0235f85768,Cinnamon Tweaks (0dyseus@CinnamonTweaks),6859057,26446962,2018-08-27T05:59:25.000+02:00,2018-08-28T05:16:01.000+02:00
,closed,0.8766745500483428,4.9768511455717155,@memeplex thanks for the suggestion! Did you try to implement this yourself?,COMMENT,2,en,,0.3179314144844547,,"{thanks=1, suggestion=1}","{thanks=0.9648626224967194, suggestion=0.9648626224967194}",1a165e90-6f08-4957-a87f-a834a729d8e9,cinnamon-maximus@fmete Use get_xwindow to obtain client id,4397312,2845433,2018-07-06T15:19:27.000+02:00,2018-10-13T17:22:02.000+02:00
,closed,0.2311330201440464,5.474246278411448,"This looks like a refactoring suggestion, but since there is nobody to maintain this one I'll close this. Feel free to open a PR.",COMMENT,2,en,,0.25287612049958547,,"{suggestion=1, one=1, feel=1, nobody=1}","{suggestion=0.09135833878372199, one=0.09135833878372199, feel=0.37090770150437086, nobody=0.09135833878372199}",6bd79cde-3d5e-472b-a95f-97ce68cf94d2,cinnamon-maximus@fmete Use get_xwindow to obtain client id,6859057,2845433,2018-07-06T15:19:27.000+02:00,2018-10-13T17:22:02.000+02:00
,closed,0.5752856045451992,5.641725869323751,@memeplex this extension currently has no author so feel free to implement your suggestions if you want.,COMMENT,2,en,,0.3034408197099878,,"{extension=1, author=1, feel=1, suggestions=1}","{extension=0.5752856045451992, author=0.5752856045451992, feel=0.5752856045451992, suggestions=0.5752856045451992}",9d3f5b0d-6b83-461a-ba44-baed5183fdf0,cinnamon-maximus@fmete Use the now supported_GTK_HIDE_TITLEBAR_WHEN_MAXIMIZED,4397312,2845433,2018-07-06T15:02:53.000+02:00,2018-10-13T17:06:19.000+02:00
,closed,0.6303232878777782,9.023737369759777,It already uses the [_GTK_HIDE_TITLEBAR_WHEN_MAXIMIZED hint](https://github.com/linuxmint/cinnamon-spices-extensions/blob/d80d887dcf04efe73613f4d5795fdb9eae8a8552/cinnamon-maximus%40fmete/files/cinnamon-maximus%40fmete/extension.js#L311).,COMMENT,2,en,,0.23751061072492813,,{hint=1},{hint=0.6303232878777782},5e4d087a-0c20-4c5c-969f-6a1b6bb2867f,cinnamon-maximus@fmete Use the now supported_GTK_HIDE_TITLEBAR_WHEN_MAXIMIZED,6859057,2845433,2018-07-06T15:02:53.000+02:00,2018-10-13T17:06:19.000+02:00
,closed,0.6282777278751379,6.723843462372133,"This doesn't fix it for me on 3.8, though it gets a little further. What version are you testing on? This is a legacy extension that has a compatible version range of 1.8-2.4 in metadata.json.  Please include the UUID in the title, see [contributing](https://github.com/linuxmint/cinnamon-spices-extensions/blob/master/.github/CONTRIBUTING.md).",COMMENT,2,en,,0.20824607187543168,,"{extension=1, metadata=1, range=1, title=1, version=2, uuid=1}","{extension=0.8475896095988795, range=0.8475896095988795, metadata .json=0.8475896095988795, title=0.9804136739745732, version=0.6129137258948476, uuid=0.9804136739745732}",8f40b22c-8c05-4e52-95b5-904e3fa41e98,let tracker redefined,6859057,17693551,2018-06-13T22:26:51.000+02:00,2018-10-12T13:36:40.000+02:00
,closed,6.710715932843379E-4,5.156814646110212,"didn't fix it for me either, i never ended up getting it working, i was cross referencing the source for the current version with this one and it was like an obvious mistake though",COMMENT,2,en,,0.23139565255970668,,"{mistake=1, cross=1, source=1, version=1}","{mistake=6.710715932843379E-4, cross=6.710715932843379E-4, source=6.710715932843379E-4, version=6.710715932843379E-4}",3a46ce7d-87ea-472b-aaf3-55747b1f9814,let tracker redefined,17693551,17693551,2018-06-13T22:26:51.000+02:00,2018-10-12T13:36:40.000+02:00
,closed,0.33028925840799506,7.024605536519666,I guess the `cinnamon-versions` are intentionally not updated because the extension is only partially maintained?,COMMENT,2,en,,0.212954499669375,,{extension=1},{extension=0.33028925840799506},0d81839a-82de-4338-be24-0b9a80d67558,Win7AltTab@entelechy: Fix for Cinnamon 3.8,1071625,6859057,2018-05-25T20:25:44.000+02:00,2018-05-25T20:28:23.000+02:00
,closed,0.1663291083000718,5.0530370563148805,"@real-or-random Yes, it still has some warnings I didn't have time to address, might look at it more later.",COMMENT,2,en,,0.2720870952842876,,"{warnings=1, time=1}","{warnings=0.1663291083000718, time=0.1663291083000718}",15012e9b-50bb-43d5-8229-cf10143c60ff,Win7AltTab@entelechy: Fix for Cinnamon 3.8,6859057,6859057,2018-05-25T20:25:44.000+02:00,2018-05-25T20:28:23.000+02:00
,closed,0.48018903177706235,6.648472533941968,"This works for me. My setup for Preferences/windows/alt-tab is Alt-tab switcher style is Timeline (3d), Display the alt-switcher  on the primary monitor is off delay is 100ms (only using one monitor). Hope this helps.",COMMENT,2,en,,0.2274770670898816,,"{alt-tab=1, alt-switcher=1, delay=1, setup=1, timeline=1, style=1, monitor=2, switcher=1, preferences/windows/alt-tab=1}","{alt-switcher=0.05827242980542897, alt-tab=0.05827242980542897, primary monitor=0.05827242980542897, delay=0.05827242980542897, setup=0.05827242980542897, timeline=0.05827242980542897, style=0.05827242980542897, monitor=0.05827242980542897, switcher=0.05827242980542897, preferences/windows/alt-tab=0.05827242980542897}",62106c2b-e975-46e4-809b-4d4a5ff07502,Win7AltTab@entelechy freezes Cinnamon when pressing Alt+Tab,751306,1071625,2018-05-25T18:17:49.000+02:00,2018-05-25T20:28:23.000+02:00
,closed,0.021224678471954427,5.736703282545979,"Hm, I tried *all styles* with delay 100ms, one monitor, primary monitor off. It freezes on all styles for me.",COMMENT,2,en,,0.3459033374637688,,"{delay=1, monitor=2, styles=1, 100ms=1}","{primary monitor=0.010470818287728624, delay=0.010470818287728624, styles=0.03197853865618023, monitor=0.010470818287728624, 100ms=0.010470818287728624}",8b01c387-1cc1-4329-ad80-d58c26c9a46b,Win7AltTab@entelechy freezes Cinnamon when pressing Alt+Tab,1071625,1071625,2018-05-25T18:17:49.000+02:00,2018-05-25T20:28:23.000+02:00
,closed,0.4978665179485997,6.266484730305549,Do you mean: `CC0-1.0` https://choosealicense.com/licenses/cc0-1.0/?,COMMENT,2,en,,0.15492792583959525,,{},{},704318c1-2b72-4046-9f06-8b4a7bd6467c,rnbdsh@negateWindow: Added license,8415124,9084941,2018-04-19T00:24:23.000+02:00,2018-04-19T15:17:22.000+02:00
,closed,0.02137890415564818,5.37373958019547,"Yes, but as the concept of CC0 is basically &quot;no licensing at all&quot;, which wasn't patched in 15+ years and to my understanding also can't / won't, so I didn't add a version. But if calling it CC0-1.0 it is the standard or does make more sense, feel free to change it or notify me so I'll push that.",COMMENT,2,en,,0.223376541052374,,"{cc0=1, all&quot=1, concept=1, understanding=1, sense=1, version=1, years=1}","{cc0=0.0013470245646793114, all&quot=0.0013470245646793114, concept=0.0013470245646793114, understanding=0.0013470245646793114, sense=0.041410783746617046, version=0.0013470245646793114, years=0.0013470245646793114}",044e1cc6-be8f-4dbd-82f7-a626b01d4a42,rnbdsh@negateWindow: Added license,9084941,9084941,2018-04-19T00:24:23.000+02:00,2018-04-19T15:17:22.000+02:00
,closed,0.5720035558586362,7.868705111287043,"Hi cardsurf, this didn't seem to work for me on Cinnamon git. I noticed the desktop icons blinked while switching workspaces, but they didn't change. Here's the log output:  ``` . Command line arguments: /home/jason/.local/share/cinnamon/extensions/desktop-icons-per-workspace@cardsurf/scripts/update_icons.sh,2 Cjs-Message: 15:10:52.070: JS WARNING: [/usr/share/cinnamon/js/misc/fileUtils.js line 210 &gt; Function 90]: Too many arguments to function GLib.spawn_async_with_pipes: expected 5, got 6 ** Message: 15:10:52.754: nemo-desktop: session is cinnamon, establishing proxy  Cjs-Message: 15:11:04.498: JS LOG: [LookingGlass/info] Error while updating dekstop icons information in CSV file: This tool has been deprecated, use 'gio info' instead. See 'gio help info' for more info.  This tool has been deprecated, use 'gio info' instead. See 'gio help info' for more info.  . Command line arguments: /home/jason/.local/share/cinnamon/extensions/desktop-icons-per-workspace@cardsurf/scripts/update_csv.sh,2 Cjs-Message: 15:11:04.521: JS LOG: [LookingGlass/info] Error while updating dekstop icons: This tool has been deprecated, use 'gio set' instead. See 'gio help set' for more info.  . Command line arguments: /home/jason/.local/share/cinnamon/extensions/desktop-icons-per-workspace@cardsurf/scripts/update_icons.sh,1 Cjs-Message: 15:11:04.521: JS WARNING: [/usr/share/cinnamon/js/misc/fileUtils.js line 210 &gt; Function 90]: Too many arguments to function GLib.spawn_async_with_pipes: expected 5, got 6 ** Message: 15:11:05.181: nemo-desktop: session is cinnamon, establishing proxy ```  `Function` is shellUtils.js in the warnings, should match up with the line numbers in that file.",COMMENT,6,en,,0.3007488993692903,,"{cinnamon=3, log=3, line=6, session=2, csv=1, numbers=1, error=2, glib=2, output=1, git=1, desktop=1, file=2, function=4, workspaces=1, info=7, set=2, warnings=1, icons=3, message=2, command=3, tool=3, cjs-message=4, help=3, proxy=1, shellutils=1, cardsurf=1, arguments=5, information=1}","{more info=0.9187297852090726, cinnamon=0.21773601995328196, log=0.3744410142751063, line=0.1805674197569052, session=0.1805674197569052, csv=0.842510988499845, numbers=0.1805674197569052, 210 &gt=0.06673591177191468, error=0.6224107730901391, glib=0.06673591177191468, output=0.3744410142751063, file=0.842510988499845, git=0.21773601995328196, function=0.06673591177191468, workspaces=0.024082537971826697, info=0.9772113334260175, set=0.9187297852090726, warnings=0.1805674197569052, message=0.06673591177191468, icons=0.842510988499845, tool=0.6224107730901391, cjs-message=0.7845943505381662, proxy=0.7845943505381662, help=0.9772113334260175, shellutils=0.1805674197569052, desktop icons=0.024082537971826697, cardsurf=0.21773601995328196, information=0.842510988499845, arguments=0.06673591177191468, command line arguments=0.9752095619837067}",69824192-e1bd-4de6-8550-483f6c6b23fe,[desktop-icons-per-workspace@cardsurf] Add a new extension,6859057,3139729,2018-04-14T07:07:28.000+02:00,2018-04-20T19:07:56.000+02:00
,closed,0.5807908618972202,6.349139551191891,"Hi jaszhix,  I fixed the warning in Cinnamon 3.8. The other errors are caused by deprecation of ```gvfs-info/gvfs-set-attribute``` tools. I have tested the extension in Cinnamon 2.6/3.6 and there are no ```gio info/gio set``` tools available. This extension is not compatible with Cinnamon 3.8 at the moment.",COMMENT,6,en,,0.3251820047119316,,"{jaszhix=1, cinnamon=3, extension=2, info/gio=1, warning=1, deprecation=1, gio=1, tools=2, errors=1, moment=1}","{jaszhix=0.5628722338476208, cinnamon=0.7750588439309787, extension=0.7457944551284603, info/gio=0.7750588439309787, warning=0.5628722338476208, deprecation=0.23943791468182088, gio=0.7750588439309787, tools=0.7750588439309787, errors=0.23943791468182088, moment=0.7457944551284603}",cf4afa13-a9de-435b-aaf0-3171692ed4e6,[desktop-icons-per-workspace@cardsurf] Add a new extension,3139729,3139729,2018-04-14T07:07:28.000+02:00,2018-04-20T19:07:56.000+02:00
,closed,0.7449418739745558,7.114458109130926,"Hi @cardsurf, can you add the license to the `info.json` file? Something like `&quot;license&quot;: &quot;GPL-2.0&quot;` in your case.",COMMENT,6,en,,0.21707341738455604,,"{license=1, file=1, something=1, case=1}","{license=0.9516005130367661, file=0.5, something=0.7832251088869014, case=0.7832251088869014}",84827697-f5c7-44f7-8c1d-91307e962f88,[desktop-icons-per-workspace@cardsurf] Add a new extension,10391266,3139729,2018-04-14T07:07:28.000+02:00,2018-04-20T19:07:56.000+02:00
,closed,0.8488233710014216,7.2074236614028875,"Hi @germanfr, I added the licence information.",COMMENT,6,en,,0.30069274300538296,,"{licence=1, information=1}","{licence=0.8488233710014216, information=0.8488233710014216}",9f268385-53b0-44db-a19c-612122593180,[desktop-icons-per-workspace@cardsurf] Add a new extension,3139729,3139729,2018-04-14T07:07:28.000+02:00,2018-04-20T19:07:56.000+02:00
,closed,0.2632184674418266,5.867973794879657,"I tested this in a VM with Cinnamon 3.6, and while there are no errors, it doesn't seem to be displaying different icons per workspace. Not sure if there's anything more needing to be done, this is on a fresh Mint 18.3 install.   ~~Since this isn't working on 3.8, you may want to add a `cinnamon-version` property to its metadata.json file.~~ Didn't see it in your PR, sorry.",COMMENT,6,en,,0.28683881300809094,,"{mint=1, cinnamon=1, workspace=1, metadata=1, file=1, property=1, icons=1, errors=1, anything=1}","{mint=0.5339713825537948, workspace=0.04671000641702301, cinnamon=0.04671000641702301, file=0.5, property=0.156267603929938, metadata .json=0.156267603929938, icons=0.04671000641702301, errors=0.04671000641702301, anything=0.5339713825537948}",836e84a4-2128-4275-9ac8-d065616aea04,[desktop-icons-per-workspace@cardsurf] Add a new extension,6859057,3139729,2018-04-14T07:07:28.000+02:00,2018-04-20T19:07:56.000+02:00
,closed,0.8334315503340709,7.044139659835868,No worries.  Please do the following test: 1. Switch to workspace 1. Enable the extension. Wait until the desktop is refreshed. 2. Add LibreOffice Impress shortcut to the desktop. 3. Switch to workspace 2. Wait until the desktop is refreshed. Move the LibreOffice Impress icon to a different spot. 4. Switch to workspace 1. Wait until the desktop is refreshed. The LibreOffice Impress icon should be in the same spot as in step 2.  I also added usage instructions to the README.md file: ## Usage Wait until desktop icons are refreshed after the extension is started. Wait until desktop icons are refreshed after switching between workspaces. If desktop icons are not visible then restart Cinnamon with: &lt;kbd&gt;Ctrl&lt;/kbd&gt; + &lt;kbd&gt;Alt&lt;/kbd&gt; + &lt;kbd&gt;Esc&lt;/kbd&gt;,COMMENT,6,en,,0.29981213230941883,,"{instructions=1, extension=2, cinnamon=1, test=1, usage=2, icon=2, readme.md=1, libreoffice=3, icons=3, switch=3, impress=3, desktop=7, file=1, worries=1, enable=1, spot=2, step=1, workspaces=1}","{instructions=0.9955991496071093, extension=0.9125694239486292, cinnamon=0.5, test=0.6358154688209975, usage=0.9955991496071093, readme.md=0.9955991496071093, icon=0.9955991496071093, libreoffice=0.9955991496071093, switch=0.9192023795898344, impress=0.9955991496071093, desktop=0.9192023795898344, file=0.9125694239486292, worries=0.5, desktop icons=0.5, enable=0.6358154688209975, spot=0.9955991496071093, step=0.9955991496071093, workspaces=0.9636211621153973}",6d74c591-ce89-4fe3-ab7b-a5a0f25ae8a2,[desktop-icons-per-workspace@cardsurf] Add a new extension,3139729,3139729,2018-04-14T07:07:28.000+02:00,2018-04-20T19:07:56.000+02:00
,closed,0.5188229586864833,6.154323727131377,"Thanks :) But please, can you submit the pull request [to the repository](https://github.com/germanfr/cinnamon-transparent-panels) instead? This is not where I do development.",COMMENT,1,en,,0.3041570443961734,,"{thanks=1, pull=1, request=1, development=1, repository=1}","{thanks=0.9974925695860903, development=0.10186360564071033, pull request=0.9974925695860903, repository=0.9974925695860903}",794e65aa-9009-4e62-adf9-0b853a712bf3,transparent-panels@germanfr: Update da.po,10391266,7993570,2018-04-07T19:33:19.000+02:00,2018-04-09T06:23:01.000+02:00
,closed,0.7083740427892543,4.331693279529679,"Hey, is there any problem with this?",COMMENT,1,en,,0.23006697420639244,,{problem=1},{problem=0.7083740427892543},83cdafe0-9429-4c4f-a9b1-d40411a8d0f6,Update Watermark v3.6 (watermark@germanfr),10391266,10391266,2018-04-06T00:38:22.000+02:00,2018-04-12T20:01:06.000+02:00
,closed,0.6815778217273271,5.774342112158434,"I now get a sad smiley with the default settings.  Anyway: Since you ship this extension with a few icons, it would make sense to use a combobox in the settings for the default icons shipped with this extension. And adding a switch, if somebody wants to use custom icons. Right now it's a guessing game or you have to look up at the extensions folder to look up, which icons are available. Just a suggestion for future versions :)",COMMENT,3,en,,0.25465140404635694,,"{settings=2, extension=2, game=1, custom=1, suggestion=1, sense=1, icons=4, somebody=1, switch=1, default=2, extensions=1, folder=1, versions=1, combobox=1, guessing=1, smiley=1}","{settings=0.1057958893523248, extension=0.9917622168666232, game=0.45567846792228733, suggestion=0.9193659313680321, custom=0.9352866031273679, sense=0.9917622168666232, icons=0.9917622168666232, somebody=0.9352866031273679, switch=0.9352866031273679, default=0.9917622168666232, extensions=0.45567846792228733, folder=0.45567846792228733, versions=0.9193659313680321, combobox=0.9917622168666232, guessing=0.45567846792228733, smiley=0.1057958893523248}",3368d8d3-c5c8-4bd9-88b2-0abc6121b6fb,Update Watermark v3.6 (watermark@germanfr),8415124,10391266,2018-04-03T00:24:26.000+02:00,2018-04-03T11:52:58.000+02:00
,closed,0.0986534103553342,4.371927660067308,"@NikoKrause there is an error in the log, can you post it?",COMMENT,3,en,,0.2699537011609385,,"{log=1, error=1}","{log=0.0986534103553342, error=0.0986534103553342}",4a461b17-222e-470c-b14a-6fb044673156,Update Watermark v3.6 (watermark@germanfr),10391266,10391266,2018-04-03T00:24:26.000+02:00,2018-04-03T11:52:58.000+02:00
,closed,0.5168449331087963,6.238160940798769,"Sorry, too soon. I must have known it better. I updated from a previous version of watermark and probably forgot to restart Cinnamon. Classic issue.",COMMENT,3,en,,0.29169596910884726,,"{cinnamon=1, watermark=1, issue=1, version=1}","{cinnamon=0.2875086537717571, watermark=0.2875086537717571, issue=0.7075095305674398, version=0.2875086537717571}",d67d1bd9-bef3-418e-9f6f-3127b92acd70,Update Watermark v3.6 (watermark@germanfr),8415124,10391266,2018-04-03T00:24:26.000+02:00,2018-04-03T11:52:58.000+02:00
,closed,0.15961696918987459,6.599150223689379,Sorry for spamming your notifications. As you haven't merged yet I'm reusing this pull request to push updates.,COMMENT,1,en,,0.29090106607708655,,"{pull=1, request=1, updates=1, notifications=1}","{pull request=0.2226071996306165, updates=0.2226071996306165, notifications=0.09662673874913266}",b2f5921a-733c-4ed6-be17-40dbfaa4cc76,Add watermark@germanfr,10391266,10391266,2018-03-31T21:35:54.000+02:00,2018-04-02T19:12:55.000+02:00
,closed,0.6513504328062388,4.7847663477535605,"Thank you :+1:   But please, next time PR to the repository. This is just a distribution channel for me.",COMMENT,2,en,,0.2378218627436433,,"{channel=1, time=1, repository=1, distribution=1}","{just distribution channel=0.453739538641466, repository=0.8489613269710117, next time=0.8489613269710117}",104f9bc9-ba6d-4e2a-99c6-0ae25951e829,transparent-panels@germanfr: Fix for Cinnamon 3.8,10391266,6859057,2018-03-15T16:56:00.000+01:00,2018-03-15T17:14:40.000+01:00
,closed,,,"No problem, will do.",COMMENT,2,pl,,,,{},{},dee2321e-ab44-4228-ad79-83b06e5a9a64,transparent-panels@germanfr: Fix for Cinnamon 3.8,6859057,6859057,2018-03-15T16:56:00.000+01:00,2018-03-15T17:14:40.000+01:00
,closed,0.3567116061512833,5.032098573630734,"Wait, don't merge yet. I have to fix something and I'll push it here too.",COMMENT,3,en,,0.19693552503616832,,{something=1},{something=0.2134232123025665},66da1e8b-edbc-42d0-9b70-0fb033a831ed,Update transparent-panels@germanfr,10391266,10391266,2018-02-22T12:11:43.000+01:00,2018-02-23T13:04:13.000+01:00
,closed,0.9030264942781392,5.366503567674017,"If you add `[WIP]` (Work In Progress) to the title, reviewers will know, that it's not ready to be merged yet.",COMMENT,3,en,,0.2516721670523517,,"{work=1, progress=1, title=1, reviewers=1}","{work=0.9030264942781392, progress=0.9030264942781392, title=0.9030264942781392, reviewers=0.9030264942781392}",c36b5a51-fd9d-44c6-9cda-ed4d1438ab8e,Update transparent-panels@germanfr,8415124,10391266,2018-02-22T12:11:43.000+01:00,2018-02-23T13:04:13.000+01:00
,closed,0.3426894647019858,5.024201856570783,"It was ready, but I found another issue and as this wasn't merged yet I thought it could go here too.  Anyways, it's ready now.",COMMENT,3,en,,0.22997602184981378,,{issue=1},{issue=0.007606726165608976},4d9c1208-553c-4bd4-8ff8-a0cefea74d1a,Update transparent-panels@germanfr,10391266,10391266,2018-02-22T12:11:43.000+01:00,2018-02-23T13:04:13.000+01:00
,closed,0.4027354788764515,5.417875458993758,I'm not the author of this extension.,COMMENT,5,en,,0.22231486165750583,,"{extension=1, author=1}","{extension=0.4027354788764515, author=0.4027354788764515}",cf1bb34c-54a9-4aa6-8a69-7c36920000ae,slider@mohammad-sn:Problem after restart,8415124,550561,2017-12-26T16:30:11.000+01:00,2018-09-02T22:03:00.000+02:00
,closed,0.3399764574620344,5.300554029366936,"@NikoKrause I understand you want people to follow the issue template, but its not too much more effort to help keep the issue moving by mentioning the correct author for them.  @mohammad-sn",COMMENT,5,en,,0.2234404594063255,,"{template=1, issue=2, author=1, effort=1, people=1}","{issue=0.17995291492406879, author=0.17995291492406879, issue template=0.17995291492406879, effort=0.17995291492406879, people=0.17995291492406879}",b8afc2b7-56db-49eb-9ef9-58437141a25a,slider@mohammad-sn:Problem after restart,6859057,550561,2017-12-26T16:30:11.000+01:00,2018-09-02T22:03:00.000+02:00
,closed,,,Sorry @NikoKrause.  my fault.,COMMENT,5,unknown,,,,{},{},4924a206-9a04-4ff0-9588-bd9e54a70c3f,slider@mohammad-sn:Problem after restart,550561,550561,2017-12-26T16:30:11.000+01:00,2018-09-02T22:03:00.000+02:00
,closed,0.14714263380062392,5.1112247406971525,@mgrb is this issue still occurring for you?,COMMENT,5,en,,0.2578865753771193,,{issue=1},{issue=0.14714263380062392},95175d4d-d481-40bc-bdd7-8d948efed268,slider@mohammad-sn:Problem after restart,4397312,550561,2017-12-26T16:30:11.000+01:00,2018-09-02T22:03:00.000+02:00
,closed,0.23023815185137253,5.647752246783097,This is not a extension's bug. You are missing the `inotify-tools` package @mgrb,COMMENT,5,en,,0.3392655921787698,,"{extension=1, package=1}","{extension=0.07492544352777117, package=0.38555086017497386}",1ae9c2c2-a10c-40f2-9a38-c2a86a4675c2,slider@mohammad-sn:Problem after restart,10391266,550561,2017-12-26T16:30:11.000+01:00,2018-09-02T22:03:00.000+02:00
,closed,0.9862029636451884,7.285664569431616,Please [make sure the UUID is in the title of your PR](https://github.com/linuxmint/cinnamon-spices-extensions/blob/master/.github/CONTRIBUTING.md#creating-pull-requests).,COMMENT,1,en,,0.22061550601573499,,"{title=1, uuid=1}","{title=0.9862029636451884, uuid=0.9862029636451884}",b778c067-dd25-4508-a54f-32c08209e066,rnbdsh@negateWindow: Wrong description,6859057,9084941,2017-12-11T08:59:35.000+01:00,2017-12-15T19:05:42.000+01:00
,closed,0.26563864825962047,4.726352909738775,"Hi @Marcosdw that extension was removed by the author and is not currently available. If you already have it on your system, you should be able to use it still.",COMMENT,2,en,,0.24454895730845463,,"{extension=1, system=1, author=1}","{extension=0.3756403930931816, system=0.15563690342605938, author=0.3756403930931816}",2c4723de-a039-4bca-8e31-bd4359399c7e,Extensions : Cinnamon Tweaks,4095021,18121470,2017-11-29T16:21:00.000+01:00,2017-11-29T19:29:32.000+01:00
,closed,0.6401388967378917,7.053738429500502,"Hello Collins, Yes i have extension but notification tweak under cinnamon tweak do not work on cinnamon 3.6.6 :(",COMMENT,2,en,,0.3181745847669865,,"{notification=1, extension=1, cinnamon=2, collins=1, tweak=2}","{notification=0.7802777934757834, extension=0.7802777934757834, cinnamon=0.7802777934757834, collins=0.7802777934757834, tweak=0.7802777934757834}",9ed7df20-b89e-4637-81d6-586e44c792b4,Extensions : Cinnamon Tweaks,18121470,18121470,2017-11-29T16:21:00.000+01:00,2017-11-29T19:29:32.000+01:00
,closed,0.1263913267689287,5.379348870154748,"Please @jaszhix I'd like to be @mentioned next time anyone tries to add changes to here, because today I found there were conflicts with what I had [in my repository](https://github.com/germanfr/cinnamon-transparent-panels) (where I do the developement, not here) and what there was here.",COMMENT,7,en,,0.2624683209526364,,"{anyone=1, today=1, changes=1, conflicts=1, developement=1, time=1, repository=1}","{anyone=0.1519594370186063, today=0.1519594370186063, changes=0.1519594370186063, conflicts=0.1519594370186063, developement=0.10082321651925107, repository=0.1519594370186063, next time=0.1519594370186063}",8b94a948-aec7-4552-9158-e7f941c6958e,Update transparent-panels@germanfr,10391266,10391266,2017-11-13T18:19:32.000+01:00,2017-11-13T18:44:26.000+01:00
,closed,0.9146927738032885,6.516598176834755,"All I did was merge a translation, its a good idea to always fetch the upstream repo and rebasing your branch on master before pushing.",COMMENT,7,en,,0.20344410174858782,,"{idea=1, repo=1, translation=1, branch=1, master=1}","{idea=0.9146927738032885, repo=0.9146927738032885, translation=0.9146927738032885, branch=0.9146927738032885, master=0.9146927738032885}",5499a8a9-0442-442f-b1be-cc3607ad605c,Update transparent-panels@germanfr,6859057,10391266,2017-11-13T18:19:32.000+01:00,2017-11-13T18:44:26.000+01:00
,closed,0.30585767780912115,5.653490473298898,Yes this time it was not a big problem. I can't just fetch and rebase because they are totally different repositories.,COMMENT,7,en,,0.17364189533221763,,"{problem=1, repositories=1, time=1}","{problem=0.39489277726304495, repositories=0.2168225783551974, time=0.39489277726304495}",bacdfcf5-0c55-44e8-af14-fc3ed041ca0a,Update transparent-panels@germanfr,10391266,10391266,2017-11-13T18:19:32.000+01:00,2017-11-13T18:44:26.000+01:00
,closed,0.3848425120834584,5.341258933391374,"I used to work off of my own repos too, but it got too difficult. I now just sync the spices repo over to it. Just my two cents.  By the way, please remove the dangerous flag. Thanks.",COMMENT,7,en,,0.27975240324332934,,"{thanks=1, flag=1, repos=1, cents=1, spices=1, way=1}","{thanks=0.8489771164221412, flag=0.06540142609059782, repos=0.007049880160508782, cents=0.7375424866207578, spices=0.26524165112328646, way=0.06540142609059782}",4facba21-0771-4d7e-bbad-7402ef14463a,Update transparent-panels@germanfr,6859057,10391266,2017-11-13T18:19:32.000+01:00,2017-11-13T18:44:26.000+01:00
,closed,0.13018200874527627,5.216437368000176,"I didn't even see it, I never modified that. Anyways, why? It's not dangerous.",COMMENT,7,en,,0.3872249608697246,,{},{},0dfc3d89-b4e8-4f2a-89ad-09aedbf0cd77,Update transparent-panels@germanfr,10391266,10391266,2017-11-13T18:19:32.000+01:00,2017-11-13T18:44:26.000+01:00
,closed,0.23312705062968928,5.033550825729768,"If its set, then Cinnamon won't set it at all. It needs to be fixed in a Cinnamon PR because the whole process is inaccurate, especially now that we review extensions here. In the mean time though, its what we've been asking everyone to do. Sorry about that.",COMMENT,7,en,,0.24100033320442585,,"{cinnamon=2, process=1, extensions=1, set=1, everyone=1, time=1}","{cinnamon=0.006219735157292146, extensions=0.006219735157292146, process=0.006219735157292146, set=0.6461236729679191, everyone=0.12216768763205939, time=0.12216768763205939}",048c2608-e091-4bc5-b24f-1aac2314febe,Update transparent-panels@germanfr,6859057,10391266,2017-11-13T18:19:32.000+01:00,2017-11-13T18:44:26.000+01:00
,closed,0.014447097936514951,4.6535817651843825,"I didn't understand what you said, but I just checked it and it makes no difference, so removed.",COMMENT,7,en,,0.31533406645411777,,{difference=1},{difference=0.014447097936514951},b6e64769-ffb1-45d1-b9de-36140afae328,Update transparent-panels@germanfr,10391266,10391266,2017-11-13T18:19:32.000+01:00,2017-11-13T18:44:26.000+01:00
,closed,0.711864406779661,10.836585402726664,linuxmint/cinnamon-spices-applets#1236,COMMENT,1,fr,,0.423728813559322,,"{cinnamon=1, applets#1236=1, linuxmint=1, spices=1}","{cinnamon=0.711864406779661, applets#1236=0.711864406779661, linuxmint=0.711864406779661, spices=0.711864406779661}",a336ad05-297f-42ad-849b-0fa077707d38,add validate-spice and cinnamon-json-makepot scripts,8415124,8415124,2017-09-20T17:42:52.000+02:00,2017-09-20T17:49:48.000+02:00
