Name,UUID,Source,Target,Starttime,Endtime,Planned_Duration,Real_Duration,Status,Count_Subtasks,Count_Comments,Comment_Body,Edge_type
Port to meson,9251a6b0-582c-47f0-96ec-60712d0abb51,4095021,4095021,2018-10-25T04:28:28.000+02:00,2018-11-19T12:09:53.000+01:00,,,closed,,2,,CREATION
Does libpeas work with python ?,87e61673-6d0f-4030-b1c8-aaf8f76394e2,179677,179677,2018-10-20T01:14:06.000+02:00,2018-10-20T20:51:40.000+02:00,,,closed,,3,,CREATION
Rearrange help entries (xapp consistency),dfc1a93f-b991-4030-a508-53a5abdf8ff9,8415124,8415124,2018-10-09T13:09:44.000+02:00,2018-10-10T11:51:57.000+02:00,,,closed,,0,,CREATION
Use icon for keyboard shortcuts help entry,52748302-c6bf-4ff7-a9c1-5f8f344dea64,8415124,8415124,2018-10-04T17:33:56.000+02:00,2018-10-09T12:04:21.000+02:00,,,closed,,0,,CREATION
Is it possible to build xed in Windows?,d3994c28-d985-450a-8cfe-4542f56e39e8,7840559,7840559,2018-09-25T09:53:17.000+02:00,2018-09-25T09:59:17.000+02:00,,,closed,,1,,CREATION
typescript,a3457a82-f04e-455e-9bd1-f6491edea810,25333160,25333160,2018-09-21T18:36:45.000+02:00,2018-09-23T13:11:42.000+02:00,,,closed,,1,,CREATION
xed-window: Indicate if we are currently using spaces or tabs in stat…,1d64d255-25aa-41fb-814b-def5290167b6,2231759,2231759,2018-08-19T20:31:15.000+02:00,2018-09-24T10:59:08.000+02:00,,,closed,,0,,CREATION
"Pressing ""tab"" produces four spaces instead of the ""tab"" character by default.",9b582a4d-7264-458a-b3dc-44376e5e64f3,35967259,35967259,2018-08-16T18:33:34.000+02:00,2018-11-03T09:16:29.000+01:00,,,closed,,1,,CREATION
hiding scrollbars,59c38825-fe9e-4871-8f6e-c17f0e74e77c,30070187,30070187,2018-08-02T14:26:58.000+02:00,2018-08-02T20:22:14.000+02:00,,,closed,,8,,CREATION
Better message about root privileges,6e713de2-2de2-4ae6-ac2b-c5de55b6f727,1395027,1395027,2018-07-22T23:24:29.000+02:00,2018-07-30T12:07:40.000+02:00,,,closed,,1,,CREATION
Rework status selectors,92582af5-d711-42ad-a2e4-168367f405e0,1395027,1395027,2018-07-22T22:43:36.000+02:00,2018-11-19T12:33:55.000+01:00,,,closed,,7,,CREATION
unable to mark first char of line with mouse,fd16575b-849b-4d76-a5bb-9c6aede2b013,2804301,2804301,2018-07-20T08:51:10.000+02:00,2018-07-31T08:36:31.000+02:00,,,closed,,3,,CREATION
Sadistic Tendencies,a6473e26-c8ac-44ce-98fe-8a456b7d0278,13642513,13642513,2018-07-16T22:43:17.000+02:00,2018-07-16T22:45:00.000+02:00,,,closed,,0,,CREATION
Modeline plugin in Vim mode doesn't work,b9a637bb-707c-477e-9d10-1fca001c4a7e,6018621,6018621,2018-07-08T03:14:41.000+02:00,2018-07-08T03:56:56.000+02:00,,,closed,,2,,CREATION
compile xed for mac,8b0dad21-6176-4766-ad35-76b1e0c0511c,22988043,22988043,2018-07-04T15:56:44.000+02:00,2018-07-05T07:19:23.000+02:00,,,closed,,5,,CREATION
editorconfig plugin missing,88effc5c-5ce5-4166-be2a-d76b5ea43cf3,2862029,2862029,2018-06-17T04:33:32.000+02:00,2018-06-17T05:05:16.000+02:00,,,closed,,1,,CREATION
editorconfig plugin?,36874023-d206-4df2-a3f3-312302643056,2862029,2862029,2018-06-17T04:14:02.000+02:00,2018-06-17T04:30:28.000+02:00,,,closed,,1,,CREATION
Feature Request: increase width of insertion point,dc6297af-c0b2-40c4-b31a-4a86e04df23f,958714,958714,2018-06-13T11:04:14.000+02:00,2018-08-19T20:40:02.000+02:00,,,closed,,1,,CREATION
missing l10n: Help -> Shortcuts,df8a4131-da60-4cae-9915-fe2e86914b91,8415124,8415124,2018-06-08T12:57:03.000+02:00,2018-06-08T13:07:54.000+02:00,,,closed,,0,,CREATION
"The Xed does not remember Automatic Spell Checker setting, and selected language",473e1b05-9146-40ac-9170-97bb861e1e09,19974947,19974947,2018-04-29T17:05:55.000+02:00,2018-07-31T10:10:31.000+02:00,,,closed,,2,,CREATION
Feature request: add column selection (a la Sublime Text),81aeed19-1c05-4fac-b3d0-7599f5f90690,3409735,3409735,2018-04-17T22:06:38.000+02:00,2018-04-18T17:26:35.000+02:00,,,closed,,2,,CREATION
Perl syntax colouration breaking,1331317c-f81c-4105-bb4e-62c326eaa274,21488893,21488893,2018-04-16T04:56:08.000+02:00,2018-04-23T13:39:16.000+02:00,,,closed,,1,,CREATION
Add support for .ts Tslint files,16d46560-f3da-43d3-9490-fb67bc53fa1d,3487071,3487071,2018-03-26T21:23:23.000+02:00,2018-03-26T21:31:53.000+02:00,,,closed,,2,,CREATION
xapp runtime issue,58123c32-edcd-40cc-bce8-52e8f0fc7707,2748168,2748168,2018-03-23T22:32:26.000+01:00,2018-03-23T23:22:15.000+01:00,,,closed,,5,,CREATION
Make the preferences dialog window wider & resizable,4ea85fd6-b2dd-41b2-b94c-67220a794c38,6215449,6215449,2018-03-15T23:52:07.000+01:00,2018-03-16T10:52:32.000+01:00,,,closed,,1,,CREATION
No window snapping to left and right possible,0a2150e0-7907-4bb4-ad7e-72f700ba39b1,34000003,34000003,2018-02-24T23:17:20.000+01:00,2018-02-25T20:29:02.000+01:00,,,closed,,1,,CREATION
Shortcut to hide the menubar,d7d8c93e-c6e8-40e8-a630-153c07c81871,36510152,36510152,2018-02-18T20:10:24.000+01:00,2018-10-29T08:19:40.000+01:00,,,closed,,0,,CREATION
Add support for gdscript,db847fdd-0898-43ef-8623-a01c160e3e53,6998450,6998450,2018-02-01T18:34:15.000+01:00,2018-02-01T19:05:16.000+01:00,,,closed,,2,,CREATION
Enchant naming change breaks build,cf7853c4-88a0-4e2b-a2c1-472e8cbcced4,6099993,6099993,2018-01-27T03:56:36.000+01:00,2018-01-27T20:57:39.000+01:00,,,closed,,1,,CREATION
Fix clang compile issue,dfe1c2b8-8988-430f-8081-8243e8980bd2,1299302,1299302,2018-01-26T14:49:01.000+01:00,2018-01-30T11:09:44.000+01:00,,,closed,,0,,CREATION
Build failure with clang-6.0.0 on FreeBSD,718b0cfa-2262-4677-b058-2fe929459070,1159908,1159908,2018-01-26T14:29:15.000+01:00,2018-01-30T11:09:44.000+01:00,,,closed,,0,,CREATION
close search x button too small,394487b3-050d-4f5a-88c1-b734cbd18b62,3487071,3487071,2018-01-11T22:14:50.000+01:00,2018-01-28T10:11:43.000+01:00,,,closed,,1,,CREATION
Fix Py*DeprecationWarning,a1a5b082-fa91-4690-bcdf-139ad8309c10,1299302,1299302,2017-12-31T14:12:43.000+01:00,2018-02-03T11:26:29.000+01:00,,,closed,,0,,CREATION
Creation of plugin Word completion,6ce0656c-23d0-47ce-ba34-bd71e0ff0c9b,3049832,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,,CREATION
Error loading plugin 'spell',6236aae2-d253-405c-ad1e-f0ceda33650b,5052362,5052362,2017-12-07T04:18:19.000+01:00,2018-03-09T16:11:26.000+01:00,,,closed,,4,,CREATION
Add Devhelp plugin,411529f1-0946-4b7f-9e22-c535779655b3,1149225,1149225,2017-12-06T03:34:42.000+01:00,2018-02-12T03:17:49.000+01:00,,,closed,,2,,CREATION
1.8 dev1,c8eff253-fff3-4dcd-9217-eb8155179cdb,2231759,2231759,2017-12-05T04:32:22.000+01:00,2018-03-09T16:11:24.000+01:00,,,closed,,0,,CREATION
Risky Software Manager in 18.3 Cinnamon,95b74023-cde4-4eb1-9623-381d9a701ca8,34000003,34000003,2017-11-26T14:26:40.000+01:00,2017-11-26T20:58:34.000+01:00,,,closed,,1,,CREATION
[gtk3.22] xed-notebook: Clean up some gtk3.20+ conditionals,0de27bb0-7f65-4195-b22c-12f94f71e2da,2231759,2231759,2017-11-25T13:30:36.000+01:00,2017-12-04T10:32:43.000+01:00,,,closed,,0,,CREATION
[gtk3.22] xed-view-frame: Fix the css for the minimap frame,91a5cf5c-80ff-4311-ab09-112003a66310,2231759,2231759,2017-11-25T13:13:15.000+01:00,2017-12-04T10:32:56.000+01:00,,,closed,,0,,CREATION
[gtk3.22] xed-status-combo-box: Remove some deprecated css functionality,7c0963b6-8efd-4e38-9830-379d05a835e5,2231759,2231759,2017-11-25T12:49:03.000+01:00,2017-12-04T10:33:08.000+01:00,,,closed,,0,,CREATION
xed-window: Rework the fullscreen toolbar,ddebdcea-b308-46d9-98c8-be8563dfb3f5,2231759,2231759,2017-11-25T12:24:08.000+01:00,2017-12-04T10:33:22.000+01:00,,,closed,,0,,CREATION
preferences-dialog: Complete revamp,e36a5d96-4ab8-45f9-ae43-4c67b092bb48,2231759,2231759,2017-11-24T22:13:49.000+01:00,2017-12-04T10:33:39.000+01:00,,,closed,,0,,CREATION
Add C tags to the taglist plugin,ea846ba2-fe41-4bee-a3dc-a7c228154024,10538387,10538387,2017-11-21T17:34:45.000+01:00,2018-02-19T12:52:11.000+01:00,,,closed,,0,,CREATION
Add C to taglist plugin,2d41295b-0720-4365-8f8f-00cabe1756b0,10538387,10538387,2017-11-21T17:34:27.000+01:00,2018-03-09T14:07:44.000+01:00,,,closed,,1,,CREATION
Scroll in the edit area with a middle mouse button but change the tab.,d43d21eb-d664-4f52-8908-9e030816a400,5851348,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00,,,closed,,6,,CREATION
xed-status-combo-box: Simplify the widget heirarchy,7fd9ce2d-d4a7-47fd-aacb-798591e89536,2231759,2231759,2017-11-13T09:48:47.000+01:00,2017-11-17T11:40:37.000+01:00,,,closed,,0,,CREATION
xed frequently fails to render underscores properly,43b58387-7366-481b-9b21-4a5b6a68f1ac,2692138,2692138,2017-11-10T15:37:08.000+01:00,2017-11-10T19:24:58.000+01:00,,,closed,,1,,CREATION
bug: schema not installed,a436f081-7dbe-4d01-853e-20ecd21853f7,829557,829557,2017-11-08T20:03:40.000+01:00,2017-12-13T01:59:04.000+01:00,,,closed,,1,,CREATION
xed startup time noticeably slower than gedit,30186b78-8b94-46c7-b114-03dba321ca51,2692138,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00,,,closed,,6,,CREATION
Can not open file from name in clipboard,fee70411-2e6c-4512-937f-e4c8498662db,33253303,33253303,2017-11-05T20:12:24.000+01:00,2018-02-12T03:09:50.000+01:00,,,closed,,1,,CREATION
Groovy syntax highlighting,b9d35320-b364-4cf0-9785-c62416fa68c4,806824,806824,2017-10-27T04:50:26.000+02:00,2017-10-27T11:32:42.000+02:00,,,closed,,1,,CREATION
Find Issue & Large Files,80043443-56af-4d26-b86d-3ae42ba8a860,31071746,31071746,2017-10-09T22:55:16.000+02:00,2017-11-13T10:49:01.000+01:00,,,closed,,1,,CREATION
Filterable Highlighting Language Menu,67288a13-9f01-412f-926d-f89fc56dc75e,5124946,5124946,2017-09-28T15:20:18.000+02:00,2018-02-12T03:13:24.000+01:00,,,closed,,1,,CREATION
Minimap,99395c5a-755f-414c-bacc-36d98ddfe9d4,2231759,2231759,2017-09-24T11:54:09.000+02:00,2017-09-25T16:01:28.000+02:00,,,closed,,0,,CREATION
Opening binary files results in a livelock,9140228b-0093-43a8-a25e-60fd6307551f,6096063,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00,,,closed,,6,,CREATION
Feature Request: Comment/Uncomment multiple lines at a time,58c86ef7-c56b-47ae-9727-9483aa784961,26103926,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00,,,closed,,5,,CREATION
"UI Bug: All ""view"" fonts resize commands make them smaller.",83d15752-5904-4b6b-85e9-a81a6fc4ae77,8404646,8404646,2017-09-16T16:27:58.000+02:00,2018-07-31T10:12:37.000+02:00,,,closed,,7,,CREATION
Feature Request: A favourite files list,468d195a-ba6a-40a6-8d33-ee862479707b,2328329,2328329,2017-09-16T04:35:31.000+02:00,2018-02-12T03:21:56.000+01:00,,,closed,,1,,CREATION
Large File & Colpurs,1684396a-cce2-4cc1-bb96-8b19a8f8118a,31071746,31071746,2017-09-14T18:34:29.000+02:00,2018-02-12T03:23:21.000+01:00,,,closed,,0,,CREATION
Up/down arrow keys don't stay in same character column when using a font like 'Inconsolata' (a monospace font),3fdb98ea-f1a9-4e96-8a83-149012a7127e,5296986,5296986,2017-09-08T22:50:19.000+02:00,2017-11-13T11:03:43.000+01:00,,,closed,,1,,CREATION
Don't present users with the hidden highlight languages,4e21676e-66a9-4ee7-9e8e-c22b388a7a3b,2231759,2231759,2017-09-04T00:44:22.000+02:00,2017-09-05T09:21:10.000+02:00,,,closed,,0,,CREATION
xed-view: Fix a crash when right clicking the left gutter,352365de-c600-4316-8be1-21d770ea7e2e,2231759,2231759,2017-09-03T23:10:51.000+02:00,2017-09-05T09:21:41.000+02:00,,,closed,,0,,CREATION
Xed crashes when right clicking (button-press-event) in TextView/Gutter,088174a9-51cc-4e20-a53f-ed66c6a6c505,26842164,26842164,2017-09-01T21:04:47.000+02:00,2017-09-05T09:21:41.000+02:00,,,closed,,1,,CREATION
Flickering when mouse cursor is on the tab title,a520ef37-309a-4f81-8304-ce53945a065e,5039496,5039496,2017-08-31T20:13:00.000+02:00,2017-12-13T02:01:52.000+01:00,,,closed,,5,,CREATION
Crash With Large Files,5befcba7-d12f-4b15-aa1b-eaaf3c16b504,31071746,31071746,2017-08-30T20:10:22.000+02:00,2018-02-12T03:23:46.000+01:00,,,closed,,5,,CREATION
"occational xed hang when attempting Edit->""Insert Date and Time...""",35732426-823b-4277-a093-e72f8ce166c4,11457267,11457267,2017-08-30T11:54:18.000+02:00,2018-02-12T03:29:06.000+01:00,,,closed,,3,,CREATION
xed crashes with language 'Defaults',dc87e38b-1e43-4bdb-89cb-83b063982e62,31203804,31203804,2017-08-21T10:08:31.000+02:00,2017-09-05T09:21:10.000+02:00,,,closed,,1,,CREATION
Keyboard shortcut not working.,6b239328-b9b2-4a42-ac78-fcccf0546763,10137,10137,2017-08-06T12:17:14.000+02:00,2017-08-06T21:24:57.000+02:00,,,closed,,2,,CREATION
Feature Request: Keyboard shortcuts for tab navigation,2905aefe-d17c-4680-9d70-926355360c08,30754561,30754561,2017-08-05T21:41:24.000+02:00,2017-09-18T22:52:28.000+02:00,,,closed,,4,,CREATION
Caja bookmarks aren't organized by order in which they were made,75cf31f9-6ee6-47d0-9b38-07a674c231d8,30754561,30754561,2017-08-05T18:40:22.000+02:00,2017-11-13T10:26:41.000+01:00,,,closed,,1,,CREATION
Can't organize files in open file dialog box by file extension,877a168b-7197-4c90-a9f5-ae7a843792f4,30754561,30754561,2017-08-05T18:36:29.000+02:00,2017-09-03T23:23:36.000+02:00,,,closed,,1,,CREATION
Feature Request: Recent documents list has size org.x.editor.max-recents,6c0f6bed-dee2-44ea-9e1b-200590a7b21c,1149225,1149225,2017-07-28T02:30:22.000+02:00,2017-11-25T23:32:09.000+01:00,,,closed,,8,,CREATION
"Feature request: Change Case, keyboard shortcuts",6254b0af-0c1f-4dc1-8354-d9c8021d4a79,30292158,30292158,2017-07-19T15:46:23.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,0,,CREATION
Feature request: tab-bar always visible,b61fcd8f-25f8-4263-8d3b-834365355891,30292158,30292158,2017-07-19T15:28:09.000+02:00,2019-05-05T11:21:18.000+02:00,,,closed,,2,,CREATION
translations: Add the textsize plugin to POTFILES.in,33873bf4-6d3c-4f70-9c96-8bef05e9f81a,2231759,2231759,2017-07-19T07:59:27.000+02:00,2017-08-30T12:13:05.000+02:00,,,closed,,0,,CREATION
Use correct value to save the window state in gsettings.,9771b290-c080-40db-8c7a-4d61a779af94,22563667,22563667,2017-07-05T17:52:45.000+02:00,2017-07-13T15:09:06.000+02:00,,,closed,,3,,CREATION
Xed 1.4.4 not autoclosing when file changes are saved,16358763-af75-490a-9f42-ad10301063ba,17322130,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,,CREATION
UI: find/replace scroll bar,7699834d-aeed-4fb5-8010-788fddd467d2,24411108,24411108,2017-06-30T19:45:23.000+02:00,2017-07-18T11:49:10.000+02:00,,,closed,,1,,CREATION
UI: undo/redo history,58a4591d-0327-4478-8506-74ec64677e5f,24411108,24411108,2017-06-30T19:39:04.000+02:00,2018-01-28T10:15:38.000+01:00,,,closed,,1,,CREATION
Open File Dialog: Mounted devices show huge icons,87853722-b7da-4a57-b566-d1aa82a5d419,6096063,6096063,2017-06-21T15:01:55.000+02:00,2017-06-21T19:24:53.000+02:00,,,closed,,1,,CREATION
Text zoom: Put a limit on the min and max zoom,4615180a-7cc8-462e-a48e-d2e7d2a948f1,2231759,2231759,2017-06-07T10:42:06.000+02:00,2017-08-30T12:14:43.000+02:00,,,closed,,0,,CREATION
Feature request: Always-On-Top and Transparency,2042edfd-a669-48fd-8744-9095cde32081,1011130,1011130,2017-06-06T20:57:22.000+02:00,2017-06-06T21:28:24.000+02:00,,,closed,,1,,CREATION
Make the trailsave plugin also strip trailing lines,5437c821-0d92-49bb-bf12-a1a529e60d3a,3172687,3172687,2017-06-04T07:31:11.000+02:00,2017-08-30T12:17:08.000+02:00,,,closed,,5,,CREATION
key repeated at file chooser dialog,6f05bde6-5698-4d2b-9e06-68b1f1debaf3,153784,153784,2017-06-03T09:40:45.000+02:00,2017-06-03T10:21:09.000+02:00,,,closed,,2,,CREATION
"Cut, copy, paste rectangular area",4397f9f1-0e4b-4cb3-b557-32b3a2f683b3,12125282,12125282,2017-06-02T17:50:19.000+02:00,2017-09-04T05:39:26.000+02:00,,,closed,,1,,CREATION
filebrowser: Change an icon name,29da0908-796e-45a3-b531-a46cad5c7185,2231759,2231759,2017-06-02T11:26:50.000+02:00,2017-06-02T12:05:37.000+02:00,,,closed,,0,,CREATION
Support for GEdit plugins,885d9a9a-5ca3-403e-9c5b-121a232f1b7f,1149225,1149225,2017-06-01T06:48:29.000+02:00,2017-11-13T10:42:07.000+01:00,,,closed,,8,,CREATION
Opening new file doesn't always re-use existing instance,89d71831-88dc-4d62-9404-aa393a642865,1149225,1149225,2017-06-01T00:25:06.000+02:00,2017-06-01T06:43:51.000+02:00,,,closed,,3,,CREATION
[FEATURE REQUEST] Code Preview Scrollbar [Minimap],b120144a-f9ab-4ead-a893-187a75c032b9,10137,10137,2017-05-31T15:23:03.000+02:00,2017-09-25T16:01:28.000+02:00,,,closed,,1,,CREATION
bugfix: ugly white border (gtk 3.20>),ef9a85cc-a9e0-4672-9eab-7fbe5869eaf0,10137,10137,2017-05-31T08:30:45.000+02:00,2017-06-01T11:41:51.000+02:00,,,closed,,10,,CREATION
launcher indistinguishable from gedit,da8475dc-0c6f-47e0-abfd-d281049e5234,11800714,11800714,2017-05-28T11:36:06.000+02:00,2017-05-28T11:57:02.000+02:00,,,closed,,2,,CREATION
ugly white border (gtk 3.20>),2439311f-fb1e-460e-8dfc-b443f03832c2,10137,10137,2017-05-18T08:19:12.000+02:00,2017-06-01T12:07:45.000+02:00,,,closed,,5,,CREATION
Syntax highlighting error,d7773619-34fc-4ca4-ad6f-c5b8e0afda3a,28644218,28644218,2017-05-16T11:24:27.000+02:00,2017-05-16T21:32:28.000+02:00,,,closed,,4,,CREATION
Add documentation for plugins,a78aa0f3-9b26-4074-91f6-c716c148be8b,781030,781030,2017-05-13T16:04:08.000+02:00,2018-02-12T03:37:10.000+01:00,,,closed,,2,,CREATION
Add toolbar button for wordwrap option,3bfb0af2-d97f-4a07-a8d3-4253a3555cdf,781030,781030,2017-05-13T15:49:27.000+02:00,2017-05-28T11:58:36.000+02:00,,,closed,,1,,CREATION
Xed should save text file with windows' end of line and *.txt file extension by default,cbe77dc7-aa26-4a97-891e-f780dec2e344,23406555,23406555,2017-05-07T20:32:51.000+02:00,2017-05-17T06:44:25.000+02:00,,,closed,,2,,CREATION
fix gtksourceprintcompositor.h includes warning,da4fd06b-7256-4ce3-b291-2e2e86a4ad67,1299302,1299302,2017-05-06T10:54:36.000+02:00,2017-05-23T14:33:30.000+02:00,,,closed,,0,,CREATION
mouse wheel  shift/ctrl/alt action support,67784144-d32a-4f31-9522-be331f9c6a2f,24411108,24411108,2017-05-05T19:04:17.000+02:00,2017-05-05T20:12:21.000+02:00,,,closed,,1,,CREATION
add support for mouses with back/forward buttons,aeb08f36-e342-443b-b327-bff741d97e6e,24411108,24411108,2017-05-05T19:02:13.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,11,,CREATION
Makefile.am:184: error: HAVE_INTROSPECTION,280a2246-add4-49fd-98c5-88950802b268,11800714,11800714,2017-05-05T12:38:43.000+02:00,2017-05-06T00:31:45.000+02:00,,,closed,,0,,CREATION
xed save file as needs work,a9dbdb07-afc2-4b9c-9d7e-b94a75a1d053,12458785,12458785,2017-04-26T03:29:36.000+02:00,2017-04-26T06:18:16.000+02:00,,,closed,,1,,CREATION
Use GtkApplication inhibit API,6d20c436-14f6-4661-bf10-4fad0f2ddb50,2231759,2231759,2017-04-24T03:30:15.000+02:00,2017-04-26T12:35:43.000+02:00,,,closed,,0,,CREATION
Fix FSF address,e7c4305b-036e-4ef7-9789-b4884806fad2,1299302,1299302,2017-04-10T09:25:43.000+02:00,2017-04-10T12:27:02.000+02:00,,,closed,,0,,CREATION
how to clear history,021b8fe6-cb1d-452f-9555-727ab346d1ce,6993730,6993730,2017-04-04T20:36:19.000+02:00,2017-11-13T10:42:45.000+01:00,,,closed,,0,,CREATION
xed-utils: Add runtime checks for x11 specific functions,31d385ba-f585-40d2-811b-54c757ca9f1b,2231759,2231759,2017-04-02T12:05:25.000+02:00,2017-04-02T12:31:32.000+02:00,,,closed,,0,,CREATION
time-plugin: Use GDateTime,81f7b03c-fcf6-431c-b1e6-526325036e56,2231759,2231759,2017-04-01T21:08:41.000+02:00,2017-04-02T12:32:46.000+02:00,,,closed,,1,,CREATION
"fix 'format not a string literal, format string not checked' error wi…",31040597-a9c9-4cb4-9142-f3b8c1551472,1299302,1299302,2017-04-01T17:58:09.000+02:00,2017-04-02T12:32:54.000+02:00,,,closed,,0,,CREATION
Force X11,62d50667-dfe4-42fd-bccf-f88a1d19afa0,1299302,1299302,2017-04-01T14:19:58.000+02:00,2017-04-02T12:31:48.000+02:00,,,closed,,3,,CREATION
Open link to the webpage in xed?,e3bcd215-c052-4f75-b46a-16ec83623897,23406555,23406555,2017-03-27T09:49:11.000+02:00,2019-11-22T12:47:57.000+01:00,,,closed,,1,,CREATION
Enable line numbering by default for code [Feature Request],d4775d80-937c-4aaa-90c0-dc109496b270,3487071,3487071,2017-03-24T00:02:50.000+01:00,2017-05-16T21:41:47.000+02:00,,,closed,,2,,CREATION
Animated panes1,51f53800-6ac0-4ca6-adbe-922134bc1f0e,2231759,2231759,2017-03-17T08:23:56.000+01:00,2017-03-17T11:34:24.000+01:00,,,closed,,0,,CREATION
Default ensure-trailing-newline to false,06cf7c96-2bf3-4ff5-90d8-181096b48a44,2231759,2231759,2017-03-14T07:02:28.000+01:00,2017-03-24T13:33:34.000+01:00,,,closed,,1,,CREATION
Focus a tab when attempting to close it with unsaved changes,8b572c2b-803d-4ffd-98ea-48debe047f03,2231759,2231759,2017-03-14T06:55:31.000+01:00,2017-03-14T12:44:37.000+01:00,,,closed,,0,,CREATION
